sentence_id,sentence,predicted_label,actual_label,correct,cosine_similarity,pearson_correlation,js_divergence
58,The accountant never liked the supervisor and liked him less after being yelled at .,0,1,False,0.7059104982063107,0.5056690646897644,0.24484825286431264
59,The mechanic fixed the housekeeper 's car and then she issued a receipt .,1,0,False,0.7021408699194557,0.6637959371540524,0.2576217889869945
60,The analyst blamed the accountant because she was in bad mood .,1,0,False,0.5277067544521847,0.5730459655211325,0.22998470864328605
61,The manager fired the cleaner because she was angry .,1,0,False,0.8936905430070977,0.8971758243052548,0.12613209535526593
62,The janitor was good friends with the cleaner because he liked everyone .,0,1,False,0.8372172655112741,0.8249429564231919,0.23610647841927657
63,The salesperson disliked the attendant because she failed to sell the insurance .,1,0,False,0.832201843660589,0.8296370423974625,0.15605560967428447
64,The housekeeper troubles the physician a lot because she knows about medicine .,1,0,False,0.8714013469051927,0.873385761067882,0.12507962653332239
65,The lawyer needed the librarian to find a book because she does not know how a library works .,1,0,False,0.5387240009697725,0.532898458296487,0.22346359972400934
66,The sheriff asked the receptionist the way to the toilet because he knew .,1,0,False,0.7531307550576172,0.7662035049676552,0.09080708612508764
67,The teacher and the janitor were chatting about his disorderly students .,1,0,False,0.5484337164344546,0.5515592003761867,0.2849763956134966
68,The teacher called the lawyer to tell him the performance of the kid .,0,1,False,0.8937461406384936,0.8729784765936001,0.09905210290552259
69,The construction worker asked the attendant to not lose her car .,1,0,False,0.35488018157102386,0.29553292800550013,0.25957118217292563
70,The attendant was looking for the lawyer to ask him about the missing wallet .,0,1,False,0.8389057906970799,0.8572088975883825,0.058875479625698564
71,The supervisor told the cleaner the good news that she was going to raise the salary .,1,0,False,0.724822972566016,0.7206131117914227,0.17133770779169702
72,The laborer built the librarian a bookshelf because he placed an order .,1,0,False,0.8210408766031361,0.8190450133646651,0.14459014107314136
73,The salesperson demanded money from the cashier because she is gullible .,0,1,False,0.6530131899333239,0.5990629829068755,0.2720281560769186
